gene	start	stop	frame	contig	score	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	custom_hmm_id	custom_hmm_bitscore	custom_hmm_evalue	phrog	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	transl_table
SKTGIJFO_CDS_0068	32108	32488	+	LN610572.1	-141.4919	939	68.0	0.341	3.281e-15	939	126.378761	1.362910592753698e-36	No_custom_HMM	No_custom_HMM	No_custom_HMM	939	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0069	32485	33048	+	LN610572.1	-553.8497	4087	267.0	0.697	8.74e-83	4087	329.165314	1.3852122363368131e-98	No_custom_HMM	No_custom_HMM	No_custom_HMM	4087	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0070	33061	34347	+	LN610572.1	-211045.5	205	281.0	0.365	6.189e-83	205	426.329163	2.7265529169206837e-127	No_custom_HMM	No_custom_HMM	No_custom_HMM	205	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0071	34378	34902	+	LN610572.1	-490.7859	280	101.0	0.4	2.2920000000000002e-26	280	155.747086	1.4262144372929746e-45	No_custom_HMM	No_custom_HMM	No_custom_HMM	280	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0072	34913	35002	+	LN610572.1	-1.030501	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0073	35106	35477	+	LN610572.1	-146.7962	280	74.0	0.429	6.279e-17	280	108.129128	6.941956081056026e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	280	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0074	35477	35956	+	LN610572.1	-168.4091	280	93.0	0.395	1.255e-23	280	137.670776	5.365954324061736e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	280	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0075	35970	36341	+	LN610572.1	-1146.306	1613	90.0	0.409	1.4419999999999998e-22	1613	138.681641	3.1750493960305254e-40	No_custom_HMM	No_custom_HMM	No_custom_HMM	1613	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail assembly chaperone	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0076	36351	36476	+	LN610572.1	-1.471215	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0077	36449	36601	+	LN610572.1	-1.532445	4625	74.0	0.721	1.097e-18	4625	91.004669	6.4818319636356e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	4625	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0078	36598	38964	+	LN610572.1	-3274794000000.0	5255	120.0	0.309	2.817e-28	991	548.922729	6.285384134456153e-164	No_custom_HMM	No_custom_HMM	No_custom_HMM	5255	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0079	38961	39722	+	LN610572.1	-4502.058	817	59.0	0.242	2.374e-11	817	171.433685	3.1083878528889635e-50	No_custom_HMM	No_custom_HMM	No_custom_HMM	817	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0080	39728	40084	+	LN610572.1	-294.3832	349	45.0	0.373	1.613e-07	349	92.635048	3.220634744095795e-26	No_custom_HMM	No_custom_HMM	No_custom_HMM	349	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0081	40081	40998	+	LN610572.1	-32035.37	196	182.0	0.347	4.3579999999999997e-51	196	288.841797	1.4487038953936798e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	196	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate hub	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0082	40995	41735	+	LN610572.1	-2653.445	11	92.0	0.264	1.191e-21	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	11	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate spike	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0083	41746	42117	+	LN610572.1	-441.0486	4233	84.0	0.425	2.083e-19	120	129.584167	4.146870219737217e-37	No_custom_HMM	No_custom_HMM	No_custom_HMM	4233	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0084	42119	43582	+	LN610572.1	-988768400.0	6	89.0	0.186	3.163e-19	6	202.529343	2.236598569639782e-59	No_custom_HMM	No_custom_HMM	No_custom_HMM	6	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0085	43601	44332	+	LN610572.1	-4899.246	587	149.0	0.374	2.0319999999999999e-41	587	266.108917	1.1316524717775293e-78	No_custom_HMM	No_custom_HMM	No_custom_HMM	587	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0086	44343	46358	+	LN610572.1	-20649.58	2282	214.0	0.463	3.3209999999999996e-60	2282	604.89209	3.6459334686079564e-181	No_custom_HMM	No_custom_HMM	No_custom_HMM	2282	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0087	46425	46772	+	LN610572.1	-89.9823	4628	182.0	0.766	1.121e-54	4628	188.673645	8.432801887783405e-56	No_custom_HMM	No_custom_HMM	No_custom_HMM	4628	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber assembly	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0088	46784	48283	+	LN610572.1	-520785.4	2282	630.0	0.641	7.832999999999999e-203	2282	649.55719	1.0712696072375685e-194	No_custom_HMM	No_custom_HMM	No_custom_HMM	2282	ab initio prediction:PHANOTATE:1.6.7	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0089	48300	48860	+	LN610572.1	-6804.23	2860	278.0	0.737	7.423000000000001e-87	2860	319.654602	1.3231695968706873e-95	No_custom_HMM	No_custom_HMM	No_custom_HMM	2860	ab initio prediction:PHANOTATE:1.6.7	CDS	#3e83f6	endolysin	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0090	48878	49117	+	LN610572.1	-8.765813	5847	105.0	0.639	9.959e-29	5847	162.79834	3.5983278464375595e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	5847	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0091	49104	49547	+	LN610572.1	-59.50854	4349	156.0	0.567	2.762e-45	4349	209.263733	4.577476400601996e-62	No_custom_HMM	No_custom_HMM	No_custom_HMM	4349	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0092	49558	49689	+	LN610572.1	-0.4051078	5388	72.0	0.784	5.119e-18	5388	84.332878	7.655054558495333e-24	No_custom_HMM	No_custom_HMM	No_custom_HMM	5388	ab initio prediction:PHANOTATE:1.6.7	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0093	49679	49984	+	LN610572.1	-85.80941	4172	138.0	0.681	4.809e-40	4172	159.314026	3.5884600055364423e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	4172	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0094	50020	50334	+	LN610572.1	-162.4386	3899	121.0	0.635	2.943e-34	3899	161.289719	1.4676757504226576e-47	No_custom_HMM	No_custom_HMM	No_custom_HMM	3899	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0095	50690	50382	-	LN610572.1	-1051.799	2827	78.0	0.533	1.634e-19	2827	151.822601	1.216088417014521e-44	No_custom_HMM	No_custom_HMM	No_custom_HMM	2827	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0096	51022	50702	-	LN610572.1	-300.8582	7083	189.0	0.85	1.6070000000000002e-57	7083	216.921936	7.527045850388507e-65	No_custom_HMM	No_custom_HMM	No_custom_HMM	7083	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0097	51833	51024	-	LN610572.1	-467065.1	6945	519.0	0.919	7.259999999999999e-169	6945	588.751465	2.9128604431682575e-177	No_custom_HMM	No_custom_HMM	No_custom_HMM	6945	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0098	51981	51826	-	LN610572.1	-37.09436	7461	102.0	0.935	1.347e-28	7461	107.338593	4.995170727099243e-31	No_custom_HMM	No_custom_HMM	No_custom_HMM	7461	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0099	53129	51984	-	LN610572.1	-499231300.0	968	254.0	0.361	4.422e-74	968	453.729095	1.0447501360292066e-135	No_custom_HMM	No_custom_HMM	No_custom_HMM	968	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	RNA ligase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0100	53394	53161	-	LN610572.1	-22.4765	4794	83.0	0.499	3.434e-21	4794	123.024483	1.2972923814039108e-35	No_custom_HMM	No_custom_HMM	No_custom_HMM	4794	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0101	53684	53520	-	LN610572.1	-3.79014	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0102	53671	53790	+	LN610572.1	-1.155673	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0103	53847	54044	+	LN610572.1	-34.0567	6163	68.0	0.626	4.074e-16	6163	117.715965	4.467286843669744e-34	No_custom_HMM	No_custom_HMM	No_custom_HMM	6163	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0104	54131	54532	+	LN610572.1	-165.7207	3754	138.0	0.583	6.357e-39	3754	141.274002	5.275912135699332e-41	No_custom_HMM	No_custom_HMM	No_custom_HMM	3754	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0105	54525	54635	+	LN610572.1	-9.898701	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	No_custom_HMM	No_custom_HMM	No_custom_HMM	No_PHROG	ab initio prediction:PHANOTATE:1.6.7	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0106	54669	55211	+	LN610572.1	-1510.932	4256	179.0	0.719	9.319999999999999e-54	4256	197.135483	2.178960532819137e-58	No_custom_HMM	No_custom_HMM	No_custom_HMM	4256	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0107	55208	55873	+	LN610572.1	-18265.7	7101	409.0	0.885	1.218e-131	7101	468.001862	1.0725162049839767e-140	No_custom_HMM	No_custom_HMM	No_custom_HMM	7101	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0108	55860	56024	+	LN610572.1	-34.10697	6917	115.0	0.992	4.479e-33	6917	144.995834	1.052484497658699e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	6917	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0109	56027	56329	+	LN610572.1	-625.7695	4991	123.0	0.7	3.741e-35	4991	157.085251	2.811674329570613e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	4991	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0110	56330	56752	+	LN610572.1	-803.59	7141	263.0	0.901	9.66e-83	7141	297.368103	2.759567300010318e-89	No_custom_HMM	No_custom_HMM	No_custom_HMM	7141	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0111	56761	56877	+	LN610572.1	-11.05333	18296	93.0	1.0	1.8900000000000002e-25	18296	104.798973	3.1200185023214016e-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	18296	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0112	56870	56998	+	LN610572.1	-35.509	6310	77.0	0.857	5.646e-20	6310	103.103989	9.409142648945231e-30	No_custom_HMM	No_custom_HMM	No_custom_HMM	6310	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0113	56985	57176	+	LN610572.1	-57.49554	7814	128.0	0.952	2.039e-37	7814	156.898438	1.907746010523311e-46	No_custom_HMM	No_custom_HMM	No_custom_HMM	7814	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0114	57186	57431	+	LN610572.1	-125.5173	6115	113.0	0.601	8.895000000000001e-31	6115	161.225525	9.20321536409352e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	6115	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0115	57428	57613	+	LN610572.1	-19.11095	7863	129.0	0.986	9.767e-38	7863	162.504379	3.195130076037251e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	7863	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0116	57667	59529	+	LN610572.1	-5039641000000.0	239	260.0	0.333	5.104e-75	239	665.075562	4.916324834787988e-199	No_custom_HMM	No_custom_HMM	No_custom_HMM	239	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA primase/helicase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0117	59590	61590	+	LN610572.1	-227863800000000.0	17	172.0	0.221	5.0749999999999996e-45	17	286.971924	7.335739766378101e-85	No_custom_HMM	No_custom_HMM	No_custom_HMM	17	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0118	61694	62173	+	LN610572.1	-1230.696	2633	119.0	0.421	6.712e-32	2633	115.434402	4.4127539221667405e-33	No_custom_HMM	No_custom_HMM	No_custom_HMM	2633	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	endonuclease VII	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0119	62325	63014	+	LN610572.1	-2230.445	16667	478.0	0.989	1.917e-155	16667	537.365662	5.766809498783247e-162	No_custom_HMM	No_custom_HMM	No_custom_HMM	16667	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	DNA polymerase I	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0120	63104	63502	+	LN610572.1	-239.1815	3878	75.0	0.347	1.268e-17	3878	143.782211	6.135967788426376e-42	No_custom_HMM	No_custom_HMM	No_custom_HMM	3878	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0121	63531	63698	+	LN610572.1	-67.54286	7532	115.0	0.988	6.477e-33	7532	147.031723	3.191960568852373e-43	No_custom_HMM	No_custom_HMM	No_custom_HMM	7532	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0122	63700	64410	+	LN610572.1	-137772.4	6824	481.0	0.964	2.937e-156	6824	533.708496	8.52487556777737e-161	No_custom_HMM	No_custom_HMM	No_custom_HMM	6824	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0123	64512	65516	+	LN610572.1	-3777879.0	2544	282.0	0.418	1.5280000000000001e-84	2544	468.334045	4.24952217839886e-140	No_custom_HMM	No_custom_HMM	No_custom_HMM	2544	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0124	65585	65818	+	LN610572.1	-104.5172	7883	128.0	0.796	7.228e-37	7883	161.9422	5.745945669773605e-48	No_custom_HMM	No_custom_HMM	No_custom_HMM	7883	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0125	65828	66049	+	LN610572.1	-40.82597	6983	149.0	0.958	1.733e-44	6983	165.762329	3.3912456369574674e-49	No_custom_HMM	No_custom_HMM	No_custom_HMM	6983	ab initio prediction:PHANOTATE:1.6.7	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
SKTGIJFO_CDS_0126	66092	67144	+	LN610572.1	-10957020.0	107	132.0	0.278	9.173000000000001e-35	107	235.899765	2.359026899924228e-69	No_custom_HMM	No_custom_HMM	No_custom_HMM	107	ab initio prediction:PHANOTATE:1.6.7	CDS	#ffdf59	exonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	11
